Unnamed: 0,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Year,Cumulative Inflation (to 2023),Gross Adjusted for Inflation (2023)
609,About Time,2013,123,7.8,55.0,15.32,368517.0,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",2013,1.3417089856700282,20.554981660464833
610,The Breakfast Club,1985,97,7.8,66.0,45.88,419768.0,Five high school students meet in Saturday detention and discover how they have a great deal more in common than they thought.,1985,2.9453542226839122,135.1328517367379
611,Willy Wonka & the Chocolate Factory,1971,100,7.8,67.0,4.0,211951.0,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,1971,7.554160359507518,30.216641438030074
612,The Hateful Eight,2015,168,7.8,68.0,54.12,630884.0,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",2015,1.2959540325952212,70.13703224405337
613,Back to the Future Part II,1989,108,7.8,57.0,118.5,553871.0,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",1989,2.4984384605857257,296.0649575794085
614,Call Me by Your Name,2017,132,7.8,94.0,18.1,293275.0,"In 1980s Italy, romance blossoms between a seventeen-year-old student and the older man hired as his father's research assistant.",2017,1.245635347113235,22.545999782749558
615,Get Out,2017,104,7.8,85.0,176.04,649440.0,"A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",2017,1.245635347113235,219.28164650581388
616,Atonement,2007,123,7.8,85.0,50.93,289972.0,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,2007,1.4976096074127891,76.27325730553335
617,The Irishman,2019,209,7.8,94.0,7.0,409097.0,"An illustration of Frank Sheeran's life, from W.W.II veteran to hit-man for the Bufalino crime family and his alleged assassination of his close friend Jimmy Hoffa.",2019,1.1984430564368642,8.389101395058049
618,Tombstone,1993,130,7.8,50.0,56.51,157941.0,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",1993,2.0931908259244674,118.28621357299164
619,Ghostbusters,1984,105,7.8,71.0,238.63,428989.0,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",1984,3.092621933818108,737.9923720670151
620,RRR (Rise Roar Revolt),2022,187,7.8,83.0,14.5,154291.0,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in the 1920s.,2022,1.1129760000000002,16.138152
621,Hot Fuzz,2007,121,7.8,81.0,23.64,521270.0,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",2007,1.4976096074127891,35.40349111923834
622,Apocalypto,2006,139,7.8,68.0,50.87,322116.0,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",2006,1.5350498475981087,78.08798574731578
623,The Social Network,2010,120,7.8,95.0,96.96,730242.0,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",2010,1.4071046464057069,136.43286651549732
624,Nightcrawler,2014,117,7.8,76.0,32.38,577227.0,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",2014,1.31798525114934,42.67636243221563
625,Hidden Figures,2016,127,7.8,74.0,169.61,243640.0,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,2016,1.2730393247497263,215.9201998708011
626,Rogue One,2016,133,7.8,65.0,532.18,662973.0,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",2016,1.2730393247497263,677.4860678453092
627,The Curious Case of Benjamin Button,2008,166,7.8,70.0,127.51,673710.0,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",2008,1.4639390101786796,186.66686318788345
628,The Girl with the Dragon Tattoo,2011,158,7.8,71.0,102.52,477967.0,Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for 40 years by young computer hacker Lisbeth Salander.,2011,1.393172917233373,142.8280874747654
629,Predator,1987,107,7.8,47.0,59.74,438305.0,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987,2.715312912718409,162.21279340579775
630,The Hobbit: An Unexpected Journey,2012,169,7.8,58.0,303.0,848998.0,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",2012,1.3698848743690986,415.07511693383685
631,Little Miss Sunshine,2006,101,7.8,80.0,59.89,500734.0,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,2006,1.5350498475981087,91.93413537265073
632,The Sandlot,1993,101,7.8,55.0,32.42,98129.0,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",1993,2.0931908259244674,67.86124657647123
633,Manchester by the Sea,2016,137,7.8,96.0,47.7,297099.0,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,2016,1.2730393247497263,60.723975790561944
634,The Untouchables,1987,119,7.8,79.0,76.27,321305.0,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him.",1987,2.715312912718409,207.09691585303304
635,Star Wars: Episode VII - The Force Awakens,2015,138,7.8,80.0,936.66,952718.0,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",2015,1.2959540325952212,1213.86830417064
636,Ferris Bueller's Day Off,1986,103,7.8,61.0,70.14,373042.0,"A popular high school student, admired by his peers, decides to take a day off from school, and goes to extreme lengths to it pull off, to the chagrin of his Principal who'll do anything to stop him.",1986,2.8239254292271454,198.07012960599198
637,Remember the Titans,2000,113,7.8,48.0,115.65,224242.0,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,2000,1.7422336024430576,201.4893161225396
638,Cast Away,2000,143,7.8,73.0,233.63,615383.0,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,2000,1.7422336024430576,407.0380365387715
639,Moonrise Kingdom,2012,94,7.8,84.0,45.51,360026.0,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",2012,1.3698848743690986,62.34346063253767
641,A Bronx Tale,1993,121,7.8,80.0,17.27,151710.0,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,1993,2.0931908259244674,36.149405563715554
642,Skyfall,2012,143,7.8,81.0,304.36,714083.0,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2012,1.3698848743690986,416.93816036297886
643,Taken,2008,90,7.8,51.0,145.0,618149.0,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",2008,1.4639390101786796,212.27115647590853
645,Captain America: Civil War,2016,147,7.8,75.0,408.08,820591.0,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,2016,1.2730393247497263,519.5018876438683
646,Misery,1990,107,7.8,75.0,61.28,223326.0,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",1990,2.390850201517441,146.51130034898878
647,Captain Fantastic,2016,118,7.8,72.0,5.88,227323.0,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",2016,1.2730393247497263,7.4854712295283905
648,The Last Samurai,2003,154,7.8,55.0,111.11,455812.0,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,2003,1.6194185573390656,179.93359590594358
649,The Fugitive,1993,130,7.8,87.0,183.88,307181.0,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",1993,2.0931908259244674,384.89592907099103
651,Isle of Dogs,2018,101,7.8,82.0,32.02,181265.0,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",2018,1.2236103606220383,39.180003747117674
652,Moon,2009,97,7.8,67.0,5.01,368507.0,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",2009,1.4310254253946038,7.169437381226965
653,Midnight Cowboy,1969,113,7.8,79.0,44.79,115986.0,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",1969,8.495816664961568,380.52762842362864
654,Captain Phillips,2013,134,7.8,82.0,107.1,477897.0,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013,1.3417089856700282,143.69703236526001
655,Captain America: The Winter Soldier,2014,136,7.8,70.0,259.77,874310.0,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",2014,1.31798525114934,342.373028691064
656,American Gangster,2007,157,7.8,76.0,130.16,439617.0,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",2007,1.4976096074127891,194.92886650084864
657,Awakenings,1990,121,7.8,74.0,52.1,151004.0,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",1990,2.390850201517441,124.56329549905867
659,The Hobbit: The Desolation of Smaug,2013,161,7.8,66.0,258.37,683596.0,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",2013,1.3417089856700282,346.65735062756517
660,The Fighter,2010,116,7.8,79.0,93.62,379574.0,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",2010,1.4071046464057069,131.73313699650228
661,Serenity,2005,119,7.8,74.0,25.51,301365.0,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,2005,1.5688209442452672,40.02062228769677
662,Big Hero 6,2014,102,7.8,74.0,222.53,482096.0,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",2014,1.31798525114934,293.2912579382626
663,Ang-ma-reul bo-at-da,2010,144,7.8,67.0,0.13,138894.0,A secret agent exacts revenge on a serial killer through a series of captures and releases.,2010,1.4071046464057069,0.1829236040327419
664,Mary Poppins,1964,139,7.8,88.0,102.27,179683.0,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",1964,9.693279801132581,991.331725261829
665,Straight Outta Compton,2015,147,7.8,72.0,161.2,210992.0,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",2015,1.2959540325952212,208.90779005434965
666,Boyz n the Hood,1991,112,7.8,76.0,57.5,147882.0,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.",1991,2.2770001919213723,130.92751103547891
667,Paddington 2,2017,103,7.8,88.0,40.44,86386.0,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",2017,1.245635347113235,50.37349343725923
668,Gekijouban Jujutsu Kaisen 0,2021,105,7.8,71.0,34.54,26180.0,"Yuta Okkotsu, a high schooler who gains control of an extremely powerful Cursed Spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers to help him control his power and keep an eye on him.",2021,1.1530431360000002,39.82610991744001
669,GATTACA,1997,106,7.8,64.0,12.34,314373.0,A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.,1997,1.8634069808952645,22.994442144247564
670,The Fall,2006,117,7.8,64.0,2.28,114753.0,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",2006,1.5350498475981087,3.4999136525236874
671,La montaña sagrada,1973,114,7.8,76.0,0.06,45907.0,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",1973,7.00490570331091,0.4202943421986546
672,Walk the Line,2005,136,7.8,72.0,119.52,259051.0,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",2005,1.5688209442452672,187.50547925619432
673,The Day of the Jackal,1973,143,7.8,80.0,16.06,42949.0,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",1973,7.00490570331091,112.4987855951732
674,Kramer vs. Kramer,1979,105,7.8,77.0,106.26,150521.0,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.",1979,4.706544585064222,500.11742760892423
675,The Remains of the Day,1993,134,7.8,86.0,22.95,79562.0,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,1993,2.0931908259244674,48.03872945496652
676,The Insider,1999,157,7.8,84.0,28.97,175847.0,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,1999,1.7788205080943615,51.532430119493654
677,Män som hatar kvinnor,2009,152,7.8,76.0,10.1,220269.0,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,2009,1.4310254253946038,14.453356796485497
678,Glory,1989,122,7.8,78.0,26.83,140071.0,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",1989,2.4984384605857257,67.03310389751502
679,How to Train Your Dragon 2,2014,102,7.8,77.0,177.0,351114.0,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",2014,1.31798525114934,233.28338945343316
680,Mississippi Burning,1988,128,7.8,65.0,34.6,105287.0,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,1988,2.6083697528514977,90.24959344866183
682,Hunt for the Wilderpeople,2016,101,7.8,81.0,5.2,136291.0,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,2016,1.2730393247497263,6.619804488698577
683,The King of Comedy,1982,109,7.8,73.0,2.5,111083.0,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",1982,3.454334995197474,8.635837487993685
684,The Conversation,1974,113,7.8,87.0,4.42,116744.0,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",1974,6.761491991612847,29.885794602928783
685,Dawn of the Dead,1978,127,7.8,71.0,5.1,124891.0,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",1978,5.054828884358975,25.779627310230772
686,Changeling,2008,141,7.8,63.0,35.74,260921.0,Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,2008,1.4639390101786796,52.32118022378601
687,Night of the Living Dead,1968,96,7.8,89.0,0.09,134134.0,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,1968,8.886624231549801,0.799796180839482
689,La migliore offerta,2013,131,7.8,49.0,0.09,124280.0,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,2013,1.3417089856700282,0.12075380871030253
690,The Right Stuff,1983,193,7.8,91.0,21.5,63750.0,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",1983,3.2163268111708323,69.1510264401729
691,Letters from Iwo Jima,2006,141,7.8,89.0,13.76,167040.0,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",2006,1.5350498475981087,21.122285902949976
692,The Killing Fields,1984,141,7.8,76.0,34.7,57641.0,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",1984,3.092621933818108,107.31398110348836
693,Les parapluies de Cherbourg,1964,91,7.8,86.0,0.03,29619.0,A young woman separated from her lover by war faces a life-altering decision.,1964,9.693279801132581,0.29079839403397745
694,All That Jazz,1979,123,7.8,72.0,37.82,33742.0,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",1979,4.706544585064222,178.00151620712887
695,Ed Wood,1994,127,7.8,70.0,5.89,180542.0,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,1994,2.0263221935377227,11.935037719937187
696,My Fair Lady,1964,170,7.8,95.0,72.0,98938.0,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.",1964,9.693279801132581,697.9161456815458
697,October Sky,1999,108,7.8,71.0,32.48,95181.0,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",1999,1.7788205080943615,57.77609010290486
698,Cabaret,1972,124,7.8,80.0,42.77,57486.0,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,1972,7.215052874410238,308.5878114385259
700,The Outlaw Josey Wales,1976,135,7.8,69.0,31.8,77266.0,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,1976,5.722546505838373,181.9769788856603
701,My Left Foot: The Story of Christy Brown,1989,103,7.8,97.0,14.74,77442.0,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",1989,2.4984384605857257,36.826982909033596
703,Manhattan,1979,96,7.8,83.0,45.7,143735.0,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,1979,4.706544585064222,215.08908753743495
704,Batman: Mask of the Phantasm,1993,76,7.8,65.0,5.62,54175.0,Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.,1993,2.0931908259244674,11.763732441695506
705,Breaking the Waves,1996,159,7.8,81.0,4.04,69609.0,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",1996,1.9137189693794365,7.731424636292924
706,Once,2007,86,7.8,90.0,9.44,119263.0,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",2007,1.4976096074127891,14.13743469397673
707,Guess Who's Coming to Dinner,1967,108,7.8,63.0,56.7,47432.0,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,1967,9.206542703885594,522.0109713103132
709,Loving Vincent,2017,94,7.8,62.0,6.74,60975.0,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",2017,1.245635347113235,8.395582239543204
713,Lilja 4-ever,2002,109,7.8,83.0,0.18,47527.0,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",2002,1.6582846027152032,0.29849122848873655
715,Hannah and Her Sisters,1986,107,7.8,90.0,40.08,73918.0,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",1986,2.8239254292271454,113.18293120342398
720,Todo sobre mi madre,1999,101,7.8,87.0,8.26,100215.0,"Pedro Almodovar's Oscar-winning comedy (Best Foreign Film, 1999) about a bereaved mother, and overwrought actress, her jealous lover and a pregnant nun.",1999,1.7788205080943615,14.693057396859427
721,"I, Daniel Blake",2016,100,7.8,78.0,0.26,62566.0,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",2016,1.2730393247497263,0.3309902244349288
726,Un prophète,2009,155,7.8,90.0,2.08,100583.0,A young Algerian man is sent to a French prison.,2009,1.4310254253946038,2.976532884820776
729,Das weiße Band - Eine deutsche Kindergeschichte,2009,144,7.8,84.0,2.22,75814.0,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",2009,1.4310254253946038,3.1768764443760205
730,Under sandet,2015,100,7.8,75.0,0.44,43733.0,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",2015,1.2959540325952212,0.5702197743418973
731,The Lunchbox,2013,104,7.8,76.0,4.23,58820.0,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,2013,1.3417089856700282,5.67542900938422
732,The World's Fastest Indian,2005,127,7.8,68.0,5.13,56786.0,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",2005,1.5688209442452672,8.04805144397822
734,Il postino,1994,108,7.8,81.0,21.85,37976.0,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",1994,2.0263221935377227,44.27513992879924
735,Le charme discret de la bourgeoisie,1972,102,7.8,93.0,0.2,45180.0,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",1972,7.215052874410238,1.4430105748820476
736,The Innocents,1961,100,7.8,88.0,2.62,31894.0,A young governess for two children becomes convinced that the house and grounds are haunted.,1961,10.076253502371646,26.399784176213714
737,Cowboy Bebop: Tengoku no tobira,2001,115,7.8,61.0,1.0,51069.0,"A terrorist explosion releases a deadly virus on the masses, and it's up to the bounty-hunting Bebop crew to catch the cold-blooded culprit.",2001,1.7014000023857985,1.7014000023857985
738,Les choristes,2004,97,7.8,56.0,3.64,65066.0,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,2004,1.597059721241682,5.813297385319722
743,Bir Zamanlar Anadolu'da,2011,157,7.8,82.0,0.14,48298.0,A group of men set out in search of a dead body in the Anatolian steppes.,2011,1.393172917233373,0.19504420841267225
744,Soshite chichi ni naru,2013,121,7.8,73.0,0.28,26733.0,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own.",2013,1.3417089856700282,0.37567851598760793
745,Crimes and Misdemeanors,1989,104,7.8,77.0,18.25,59616.0,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,1989,2.4984384605857257,45.59650190568949
747,Tôkyô goddofâzâzu,2003,92,7.8,74.0,0.13,43664.0,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",2003,1.6194185573390656,0.21052441245407855
748,Sennen joyû,2001,87,7.8,70.0,0.19,30127.0,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,2001,1.7014000023857985,0.3232660004533017
749,Veer-Zaara,2004,192,7.8,67.0,2.92,55254.0,"""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever.",2004,1.597059721241682,4.663414386025711
751,Ma vie de Courgette,2016,66,7.8,85.0,0.29,27386.0,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",2016,1.2730393247497263,0.36918140417742057
757,Mission: Impossible - Fallout,2018,147,7.7,86.0,220.16,358868.0,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,1.2236103606220383,269.39005699454793
761,Sicario,2015,121,7.7,82.0,46.89,450770.0,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2015,1.2959540325952212,60.76728458838993
762,The Goonies,1985,114,7.7,62.0,61.5,287606.0,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,1985,2.9453542226839122,181.1392846950606
763,Man on Fire,2004,146,7.7,47.0,77.91,375044.0,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2004,1.597059721241682,124.42692288193943
764,Kingsman: The Secret Service,2014,129,7.7,60.0,128.26,692994.0,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",2014,1.31798525114934,169.04478831241434
765,Harry Potter and the Goblet of Fire,2005,157,7.7,81.0,290.01,653157.0,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",2005,1.5688209442452672,454.9737620405699
766,Zodiac,2007,157,7.7,79.0,33.08,568990.0,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",2007,1.4976096074127891,49.54092581321506
767,(500) Days of Summer,2009,95,7.7,76.0,32.39,535849.0,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",2009,1.4310254253946038,46.350913528531215
768,Wind River,2017,107,7.7,73.0,33.8,265418.0,"A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.",2017,1.245635347113235,42.10247473242734
769,Ocean's Eleven,2001,116,7.7,74.0,183.42,597168.0,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,2001,1.7014000023857985,312.07078843760314
770,The Hangover,2009,100,7.7,73.0,277.32,815484.0,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",2009,1.4310254253946038,396.8519709704315
771,Black Hawk Down,2001,144,7.7,74.0,108.64,410773.0,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",2001,1.7014000023857985,184.84009625919316
773,Airplane!,1980,88,7.7,78.0,83.4,250962.0,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely.",1980,4.286470478200566,357.4916378819272
774,The Count of Monte Cristo,2002,131,7.7,61.0,54.23,144051.0,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",2002,1.6582846027152032,89.92877400524546
775,Coraline,2009,100,7.7,80.0,75.29,247216.0,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",2009,1.4310254253946038,107.74190427795972
776,La vie d'Adèle,2013,180,7.7,90.0,2.2,158327.0,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",2013,1.3417089856700282,2.951759768474062
